KEY,en,notes,sp,fr,de,it,pt-br,zh
KEYWORD_ELITE_SHIELDED4_DESC,"At the start of each round, if it has less than 9 [img:shield], set [img:shield] to 9. -20% max health.",,"Al inicio de cada ronda, si tiene menos de 9 [img:shield], se establece [img:shield] en 9. Pierde un 20 % del máximo de salud.","Au début de chaque manche, si l'unité a moins de [img:shield] 9, [img:shield] devient 9. PV max. -20&nbsp;%.","Wenn diese Einheit am Anfang der Runde weniger als 9&nbsp;[img:shield] hat, wird ihr [img:shield] auf 9 gesetzt. -20&nbsp;% max. LP.","All'inizio di ogni round, se ha meno di 9 allo [img:shield], imposta lo [img:shield] a 9. -20% salute massima.","No início de cada rodada, se possuir menos de 9 de [img:shield], define o [img:shield] para 9. -20% de saúde máx.","在每回合开始时，
如果拥有的 [img:shield] 少于 9，
则将 [img:shield] 设为 9。
-20% 最大生命值。"
KEYWORD_ELITE_BOSSSHIELDED4_NAME,Elite Buff: Shielded,,Ventaja de élite: Escudo,Bonus d'élite&nbsp;: Blindage,Elite-Stärkung: Schild,Bonus Élite: Scudo,Reforço de Elite: Escudo,精英增益：护盾
KEYWORD_ELITE_BOSSSHIELDED4_DESC,"At the start of each round, if it has less than 16 [img:shield], set [img:shield] to 16. -20% max health.",,"Al inicio de cada ronda, si tiene menos de 16 [img:shield], se establece [img:shield] en 16. Pierde un 20 % del máximo de salud.","Au début de chaque manche, si l'unité a moins de [img:shield] 16, [img:shield] devient 16. PV max. -20&nbsp;%.","Wenn diese Einheit am Anfang der Runde weniger als 16&nbsp;[img:shield] hat, wird ihr [img:shield] auf 16 gesetzt. -20&nbsp;% max. LP.","All'inizio di ogni round, se ha meno di 16 allo [img:shield], imposta lo [img:shield] a 16. -20% salute massima.","No início de cada rodada, se possuir menos de 16 de [img:shield], define o [img:shield] para 16. -20% de saúde máx.","在每回合开始时，
如果拥有的 [img:shield] 少于 16，
则将 [img:shield] 设为 16。
-20% 最大生命值。"
KEYWORD_ELITE_PROTECTED_NAME,Elite Buff: Protected,,Ventaja de élite: Protección,Bonus d'élite&nbsp;: Protection,Elite-Stärkung: Geschützt,Bonus Élite: Protezione,Reforço de Elite: Proteção,精英增益：受保护
KEYWORD_ELITE_PROTECTED_DESC,"At the end of each turn, set [img:divineshield] to 1 if it had no [img:divineshield]. -20% max health.",,"Al final de cada turno, [img:divineshield] se establece en 1 si no tenía [img:divineshield]. Pierde un 20 % del máximo de salud.","À la fin de chaque tour, [img:divineshield] devient 1&nbsp;si l'unité n'avait pas de [img:divineshield]. PV max. -20&nbsp;%.","Wenn diese Einheit am Ende eines Zuges kein [img:divineshield] hat, wird ihr [img:divineshield] auf 1 gesetzt. -20&nbsp;% max. LP.","Alla fine di ogni turno, imposta [img:divineshield] a 1 se non aveva [img:divineshield]. -20% salute massima.","No início de cada turno, se não possuir nenhum [img:divineshield], define o [img:divineshield] para 1. -20% de saúde máx.","在每回合结束时，如果未拥有 [img:divineshield]，
则将 [img:divineshield] 设为 1。
-20% 最大生命值。"
KEYWORD_ELITE_SPEEDY_NAME,Elite Buff: Speedy,,Ventaja de élite: Velocidad,Bonus d'élite&nbsp;: Célérité,Elite-Stärkung: Flink,Bonus Élite: Velocità,Reforço de Elite: Velocidade,精英增益：迅捷
KEYWORD_ELITE_SPEEDY_DESC,+4 [img:spd],,+4 de [img:spd],[img:spd] +4.,+4&nbsp;[img:spd],+4 alla [img:spd],+4 de [img:spd],+4 [img:spd]
KEYWORD_ELITE_FLAMING_NAME,Elite Buff: Flaming,,Ventaja de élite: Llama,Bonus d'élite&nbsp;: Brasier,Elite-Stärkung: Lodernd,Bonus Élite: Fiamme,Reforço de Elite: Chamas,精英增益：燃烧
KEYWORD_ELITE_FLAMING_DESC,Fire Immune. Leaves a trail of fire.,,Inmune al fuego. Deja un rastro de fuego.,Immunité au feu. L'unité laisse une traînée de feu derrière elle.,Immun gegen Feuer. Hinterlässt eine Feuerspur.,Immunità al fuoco. Lascia una scia di fuoco.,Imune contra fogo. Deixa um rastro de fogo.,火焰免疫。留下一条火焰路径。
KEYWORD_ELITE_BOSSFLAMING_NAME,Elite Buff: Flaming,,Ventaja de élite: Llama,Bonus d'élite&nbsp;: Brasier,Elite-Stärkung: Lodernd,Bonus Élite: Fiamme,Reforço de Elite: Chamas,精英增益：燃烧
KEYWORD_ELITE_BOSSFLAMING_DESC,Fire Immune. Leaves a trail of fire. Applies Burn 1 to attackers.,,Inmune al fuego. Deja un rastro de fuego. Aplica 1 de quemadura a los atacantes.,Immunité au feu. L'unité laisse une traînée de feu derrière elle. Inflige Brûlure +1&nbsp;aux attaquants.,Immun gegen Feuer. Hinterlässt eine Feuerspur. Verursacht Verbrennung&nbsp;1 bei Angreifern.,Immunità al fuoco. Lascia una scia di fuoco. Applica Bruciatura 1 agli attaccanti.,Imune contra fogo. Deixa um rastro de fogo. Aplica queimadura 1 em agressores.,"火焰免疫。留下一条火焰路径。
对攻击者施加 1 层燃烧。"
KEYWORD_ELITE_CREEPY_NAME,Elite Buff: Creepy,,Ventaja de élite: Líquido tóxico,Bonus d'élite&nbsp;: Toxicité,Elite-Stärkung: Ekelig,Bonus Élite: Melma,Reforço de Elite: Gosma,精英增益：惊悚
KEYWORD_ELITE_CREEPY_DESC,Basic attack inflicts Poison. Leaves a trail of creep.,,El ataque básico inflige veneno. Deja un rastro de líquido tóxico.,Votre attaque de base inflige Poison et laisse une traînée de bave toxique.,Grundangriffe verursachen Gift. Hinterlässt Ekelschleim.,L'attacco base infligge Veleno. Lascia una scia di melma.,O ataque básico aplica veneno. Deixa um rastro de gosma.,"基础攻击施加中毒。留下一条粘液路径。
"
KEYWORD_ELITE_LUCKY_NAME,Elite Buff: Lucky,,Ventaja de élite: Suerte,Bonus d'élite&nbsp;: Bonne fortune,Elite Stärkung: Glückspilz,Bonus Élite: Fortuna,Reforço de Elite: Sorte,精英增益：幸运
KEYWORD_ELITE_LUCKY_DESC,+3 [img:lck]. +10% Crit Chance. +10% Dodge Chance.,,+3 [img:lck]. +10 % de probabilidad de crítico. +10 % de probabilidad de esquiva.,[img:lck] +3. Chances de coup critique +10&nbsp;%. Chances d'esquive +10&nbsp;%.,+3&nbsp;[img:lck]. +10&nbsp;% kritische Trefferchance. +10&nbsp;% Ausweichchance.,+3 alla [img:lck]. +10% di probabilità di colpo critico. +10% di probabilità di schivata.,+3 de [img:lck]. +10% de chance de crítico. +10% de chance de esquiva.,"+3 [img:lck]。+10% 暴击率。
+10% 闪避率。"
KEYWORD_ELITE_STATIC_NAME,Elite Buff: Static,,Ventaja de élite: Estática,Bonus d'élite&nbsp;: Arcs électriques,Elite-Stärkung: Statisch,Bonus Élite: Statico,Reforço de Elite: Estática,精英增益：静电
KEYWORD_ELITE_STATIC_DESC,Arcs 1 electric damage to neighbors whenever it moves.,,Inflige 1 de daño eléctrico a las unidades adyacentes siempre que se mueve.,Inflige 1&nbsp;dégât électrique aux unités adjacentes chaque fois qu'elles se déplacent.,"Feuert 1&nbsp;elektrischen Schaden auf benachbarte Einheiten, wenn es sich bewegt.",Infligge 1 danno elettrico ai vicini ogni volta che si muove.,Causa 1 de dano elétrico em arco a unidades próximas ao se mover.,"每次移动时对相邻单位造成 1 点电击伤害。
"
KEYWORD_ELITE_BOUNCY_NAME,Elite Buff: Bouncy,,Ventaja de élite: Salto,Bonus d'élite&nbsp;: Rebond,Elite-Stärkung: Federnd,Bonus Élite: Rimbalzo,Reforço de Elite: Ricocheteio,精英增益：弹力
KEYWORD_ELITE_BOUNCY_DESC,"When hit, bounces itself and its attacker apart.",,"Al recibir un golpe, rebota para separarse del atacante.","Quand l'unité est touchée, elle repousse en arrière à la fois elle-même et son attaquant.","Federt sich und Angreifer zurück, wenn es angegriffen wird.","Se si muove, allontana sia sé che il suo attaccante con un rimbalzo.","Ao sofrer golpes, ricocheteia-se para afastar seu agressor.","被击中时，将自身与攻击者互相弹开。
"
KEYWORD_ELITE_MIRROR_NAME,Elite Buff: Mirror,,Ventaja de élite: Espejo,Bonus d'élite&nbsp;: Reflets,Elite-Stärkung: Spiegel,Bonus Élite: Specchio,Reforço de Elite: Espelho,精英增益：镜像
KEYWORD_ELITE_MIRROR_DESC,Reflects all projectiles. Takes 2 damage when it reflects a projectile.,,Devuelve todos los proyectiles. Sufre 2 de daño al devolver un proyectil.,Renvoie tous les projectiles. L'unité subit 2&nbsp;dégâts par réflexion de projectile.,"Reflektiert alle Geschosse. Erleidet 2&nbsp;Schaden, wenn es ein Geschoss reflektiert.",Riflette tutti i proiettili. Subisce 2 di danno quando riflette un proiettile.,Reflete todos os projéteis. Sofre 2 de dano ao refletir um projétil.,"反射所有投射物。
反射投射物时受到 2 点伤害。
"
KEYWORD_ELITE_RESONANT_NAME,Elite Buff: Resonant,,Ventaja de élite: Resonancia,Bonus d'élite&nbsp;: Résonance,Elite-Stärkung: Resonant,Bonus Élite: Risonanza,Reforço de Elite: Ressonante,精英增益：共鸣
KEYWORD_ELITE_RESONANT_DESC,"Whenever an enemy casts a spell, gain All Stats Up 1 and heal 1.",,"Siempre que un enemigo lanza un hechizo, obtiene 1 de aumento total y recupera 1 PS.","Chaque fois qu'un ennemi lance un sort, Hausse de stats +1&nbsp;et PV +1.","Erhält einen Bonus auf alle Attribute und heilt sich um 1&nbsp;LP, wenn Gegner Zauber wirken.","Ogni volta che un nemico lancia un incantesimo, ottieni Aumento delle Statistiche 1 e recuperi 1 PS.","Sempre que um inimigo lançar um encantamento, obtenha todos os atributos aumentados 1 e cura 1.","每当敌人施放法术时，
获得 1 层全属性提升并恢复 1 点生命值。
"
KEYWORD_ELITE_UNDYING_NAME,Elite Buff: Undying,,Ventaja de élite: Inmortalidad,Bonus d'élite&nbsp;: Non-vie,Elite-Stärkung: Unsterblich,Bonus Élite: Immortale,Reforço de Elite: Imortal,精英增益：不朽
KEYWORD_ELITE_UNDYING_DESC,Revives to 50% health at the end of the round. +2 Corpse Health.,,Resucita con un 50 % de salud al final de la ronda. +2 de salud de cadáver.,Réanimé avec 50&nbsp;% de PV en fin de manche. PV de cadavre +2.,Belebt sich am Ende der Runde mit 50&nbsp;% LP wieder. +2&nbsp;Leichenlebenspunkte.,Si rianima al 50% di salute alla fine del round. +2 a Salute Cadavere.,Revive com 50% de saúde no final da rodada. +2 de saúde de cadáver.,"回合结束时以 50% 生命值重生。
+2 尸体生命值。"
KEYWORD_ELITE_SUBUNDYING_NAME,Elite Buff: Undying,,Ventaja de élite: Inmortalidad,Bonus d'élite&nbsp;: Non-vie,Elite-Stärkung: Unsterblich,Bonus Élite: Immortale,Reforço de Elite: Imortal,精英增益：不朽
KEYWORD_ELITE_SUBUNDYING_DESC,Revives to 50% health at the end of the round.,,Resucita con un 50 % de salud al final de la ronda.,Réanimé avec 50&nbsp;% de PV en fin de manche.,Belebt sich am Ende der Runde mit 50&nbsp;% LP wieder.,Si rianima al 50% di salute alla fine del round.,Revive com 50% de saúde no final da rodada.,"回合结束时以 50% 生命值重生。
"
KEYWORD_ELITE_HEALTHY_NAME,Elite Buff: Healthy,,Ventaja de élite: Salud,Bonus d'élite&nbsp;: Vigueur,Elite-Stärkung: Kerngesund,Bonus Élite: Salute,Reforço de Elite: Saudável,精英增益：健壮
KEYWORD_ELITE_HEALTHY_DESC,+3 Health Regen. +20 unfilled max health.,,+3 de regeneración de salud. +20 del máximo de salud sin llenar.,Régénération de PV +3. PV max. vacants +20.,+3&nbsp;Lebensregeneration. +20&nbsp;nicht aufgefüllte LP.,+3 a Rigenerazione Salute. +20 salute massima non riempita.,+3 de regeneração de saúde. +20 de saúde máxima não preenchida.,"+3 生命恢复。
+20 未填充的最大生命值。"
KEYWORD_ELITE_SANDY_NAME,Elite Buff: Sandy,,Ventaja de élite: Arena,Bonus d'élite&nbsp;: Sable,Elite-Stärkung: Sandmann,Bonus Élite: Sabbia,Reforço de Elite: Areia,精英增益：沙尘
KEYWORD_ELITE_SANDY_DESC,+10% Dodge Chance. Starts a sandstorm when it dies.,,+10 % de probabilidad de esquiva. Provoca una tormenta de arena al morir.,Chances d'esquive +10&nbsp;%. Déclenche une tempête de sable à sa mort.,"+10&nbsp;% Ausweichchance. Ruft einen Sandsturm, wenn es stirbt.",+10% di probabilità di schivata. Avvia una tempesta di sabbia quando muore.,+10% de chance de esquiva. Inicia uma tempestade de areia ao morrer.,"+10% 闪避率。死亡时引发沙尘暴。
"
KEYWORD_ELITE_INFESTED_NAME,Elite Buff: Infested,,Ventaja de élite: Infestación,Bonus d'élite&nbsp;: Essaim,Elite-Stärkung: Infiziert,Bonus Élite: Infestazione,Reforço de Elite: Infestação,精英增益：寄生
KEYWORD_ELITE_INFESTED_DESC,Spawns a fly swarm when it dies.,,Genera un enjambre de moscas al morir.,Invoque un essaim de mouches à sa mort.,"Ruft einen Fliegenschwarm, wenn es stirbt.","Quando muore, genera uno sciame di mosche",Gera um enxame de moscas ao morrer.,死亡时生成蝇群。
KEYWORD_ELITE_ABSORBANT_NAME,Elite Buff: Absorbent,,Ventaja de élite: Absorción,Bonus d'élite&nbsp;: Absorption,Elite-Stärkung: Absorbierend,Bonus Élite: Assorbimento,Reforço de Elite: Absorção,精英增益：吸收
KEYWORD_ELITE_ABSORBANT_DESC,"Drains all unused mana from units when they end their turn, and deals damage to them equal to the amount of mana drained.",,Absorbe todo el maná sin usar de las unidades cuando terminan el turno y les inflige un daño equivalente a la cantidad de maná absorbido.,Draine tout le mana inutilisé des unités à la fin de leur tour et leur inflige des dégâts égaux à la quantité de mana drainée.,"Saugt sämtliches unbenutztes Mana von Einheiten ab, wenn sie ihren Zug beenden und verursacht Schaden in Höhe des abgesaugten Manas.",Prosciuga tutto il mana inutilizzato dalle unità quando terminano il turno e infligge loro un danno pari alla quantità di mana prosciugato.,Drena toda a mana não utilizada por unidades que finalizarem seu turno e causa dano equivalente à mana drenada a elas.,"当单位结束回合时，
吸取其所有未使用的法力值，
并造成等同于吸取法力值的伤害。
"
KEYWORD_ELITE_DEPRESSING_NAME,Elite Buff: Depressing,,Ventaja de élite: Depresión,Bonus d'élite&nbsp;: Dépression,Elite-Stärkung: Deprimierend,Bonus Élite: Depressione,Reforço de Elite: Depressão,精英增益：消沉
KEYWORD_ELITE_DEPRESSING_DESC,"While alive, its enemies have -1 to all stats.",,"Mientras sigue con vida, los enemigos tienen -1 en todos los atributos.","Tant que cette unité est en vie, ses ennemis ont -1&nbsp;à toutes leurs stats.","Gegner erleiden einen Malus auf alle Attribute, während diese Einheit am Leben ist.","Finché è in vita, i suoi nemici hanno -1 a tutte le statistiche.","Enquanto estiver com vida, seus inimigos possuem -1 em todos os atributos.","存活期间，其敌人全属性 -1。
"
KEYWORD_ELITE_SLIGHTLYDEPRESSING_NAME,Elite Buff: Slightly Depressing,,Ventaja de élite: Ligera depresión,Bonus d'élite&nbsp;: Déprime,Elite-Stärkung: Leicht deprimierend,Bonus Élite: Depressione Leggera,Reforço de Elite: Depressão Leve,精英增益：轻微消沉
KEYWORD_ELITE_SLIGHTLYDEPRESSING_DESC,"While alive, adjacent enemies have -1 to all stats.",,"Mientras sigue con vida, los enemigos adyacentes tienen -1 en todos los atributos.","Tant que cette unité est en vie, ses ennemis adjacents ont -1&nbsp;à toutes leurs stats.","Benachbarte Gegner erleiden einen Malus auf alle Attribute, während diese Einheit am Leben ist.","Finché è in vita, i nemici adiacenti hanno -1 a tutte le statistiche.","Enquanto estiver com vida, inimigos adjacentes possuem -1 em todos os atributos.","存活期间，相邻敌人的全属性 -1。
"
KEYWORD_ELITE_EVOLVING_NAME,Elite Buff: Evolving,,Ventaja de élite: Evolución,Bonus d'élite&nbsp;: Évolution,Elite-Stärkung: Entwicklungsfroh,Bonus Élite: Evoluzione,Reforço de Elite: Evolução,精英增益：进化
KEYWORD_ELITE_EVOLVING_DESC,"At the end of each round, gain a random Elite Buff.",,"Al final de cada ronda, obtiene una ventaja de élite al azar.","À la fin de chaque manche, bénéficie d'un bonus d'élite aléatoire.",Erhält am Ende jeder Runde eine zufällige Elite-Stärkung.,"Alla fine di ogni round, ottieni un Bonus Élite casuale.","No final de cada rodada, obtenha um reforço de elite aleatório.","每回合结束时，获得一个随机的精英增益。
"
KEYWORD_ELITE_PLOW_NAME,Elite Buff: Plow,,Ventaja de élite: Arado,Bonus d'élite&nbsp;: Tête baissée,Elite-Stärkung: Pflug,Bonus Élite: Aratro,Reforço de Elite: Arado,精英增益：犁地
KEYWORD_ELITE_PLOW_DESC,Trample. Moves one space towards attackers when damaged.,,Pisotón. Se mueve una casilla hacia los atacantes al sufrir daño.,Piétinement. Se déplace d'une case vers ce qui lui a infligé des dégâts.,"Trampel. Bewegt sich ein Feld auf Angreifer zu, wenn es Schaden erleidet.",Calpestamento. Si muove di uno spazio verso gli attaccanti quando subisce danno.,Atropelamento. Move-se um espaço na direção de agressores ao sofrer dano.,"践踏。受到伤害时向攻击者移动一格。
"
KEYWORD_ELITE_MEGA_NAME,Elite Buff: Mega,,Ventaja de élite: Mega,Bonus d'élite&nbsp;: Méga,Elite-Stärkung: Mega,Bonus Élite: Mega,Reforço de Elite: Mega,精英增益：巨型
KEYWORD_ELITE_MEGA_DESC,Takes one less turn per round. +50% health and damage,,Juega un turno menos por ronda. +50 % de salud y daño.,"Joue un tour de moins par manche. PV +50&nbsp;%, Dégâts +50&nbsp;%.",Hat einen Zug weniger pro Runde. +50&nbsp;% LP und Schaden.,Effettua un turno in meno per round. +50% alla salute e al danno.,Utiliza um turno a menos por rodada. +50% de saúde e dano.,"每回合减少一次行动。
+50% 生命值和伤害"
KEYWORD_ELITE_MAD_NAME,Elite Buff: Mad,,Ventaja de élite: Locura,Bonus d'élite&nbsp;: Frénésie,Elite-Stärkung: Wahnsinnig,Bonus Élite: Follia,Reforço de Elite: Insanidade,精英增益：疯狂
KEYWORD_ELITE_MAD_DESC,Madness. Takes an extra turn per round. Gains +1 all stats and heals 4 when it gets a kill.,,Locura. Juega un turno extra por ronda. Obtiene +1 en todos los atributos y recupera 4 PS al matar a un enemigo.,Folie. Joue un tour bonus par manche. Hausse de stats +1&nbsp;et PV +4&nbsp;pour chaque ennemi tué.,"Wahnsinn. Hat einen Zug mehr pro Runde. Erhält einen Bonus auf alle Attribute und heilt sich um 4&nbsp;LP, wenn es etwas tötet.",Follia. Effettua un turno aggiuntivo per round. Ottiene +1 a tutte le statistiche e si cura di 4 quando uccide qualcuno.,Insanidade. Utiliza um turno adicional por rodada. Obtém +1 em todos os atributos e cura 4 de saúde ao realizar uma baixa.,"疯狂。每回合额外行动一次。
击杀时获得全属性 +1 并恢
复 4 点生命值。"
KEYWORD_ELITE_BOSSMAD_NAME,Elite Buff: Mad,,Ventaja de élite: Locura,Bonus d'élite&nbsp;: Frénésie,Elite-Stärkung: Wahnsinnig,Bonus Élite: Follia,Reforço de Elite: Insanidade,精英增益：疯狂
KEYWORD_ELITE_BOSSMAD_DESC,Madness. Gains +1 all stats and heals 4 when it gets a kill.,,Locura. Obtiene +1 en todos los atributos y recupera 4 PS al matar a un enemigo.,Folie. Hausse de stats +1&nbsp;et PV +4&nbsp;pour chaque ennemi tué.,"Wahnsinn. Erhält einen Bonus auf alle Attribute und heilt sich um 4&nbsp;LP, wenn es etwas tötet.",Follia. Ottiene +1 a tutte le statistiche e si cura di 4 quando uccide qualcuno.,Insanidade. Obtém +1 em todos os atributos e cura 4 de saúde ao realizar uma baixa.,"疯狂。
击杀时获得全属性 +1 并恢
复 4 点生命值。"
KEYWORD_ELITE_TWIN_NAME,Elite Buff: Twin,,Ventaja de élite: Gemelo,Bonus d'élite&nbsp;: Jumeau,Elite-Stärkung: Zwilling,Bonus Élite: Gemelli,Reforço de Elite: Gêmeo,精英增益：双生
KEYWORD_ELITE_TWIN_DESC,Half health. Comes with a twin.,,La mitad de la salud. Le acompaña su gemelo.,PV divisés par deux. Invoque un jumeau.,Halbe LP. Hat einen Zwilling.,Metà salute. Ha un gemello.,Saúde pela metade. Possui um gêmeo.,生命值减半。伴随双生体出现。
KEYWORD_ELITE_HARDY_NAME,Elite Buff: Hardy,,Ventaja de élite: Robustez,Bonus d'élite&nbsp;: Tête dure,Elite-Stärkung: Abgehärtet,Bonus Élite: Tenacia,Reforço de Elite: Resistente,精英增益：坚毅
KEYWORD_ELITE_HARDY_DESC,Immune to stuns.,,Inmune al aturdimiento.,Immunité aux étourdissements.,Immun gegen Betäubung.,Immune allo Stordimento.,Imune contra atordoamento.,免疫晕眩。
KEYWORD_ELITE_STICKY_NAME,Elite Buff: Sticky,,Ventaja de élite: Viscosidad,Bonus d'élite&nbsp;: Colle,Elite-Stärkung: Klebrig,Bonus Élite: Collante,Reforço de Elite: Grude,精英增益：粘性
KEYWORD_ELITE_STICKY_DESC,Anything that contacts or attacks this gets Tarred 1.,,Todo aquello que entra en contacto con esta unidad o la ataca sufre 1 de brea.,Tout ce qui touche ou attaque cette unité subit Goudron +1.,"Alle Einheiten, die diese Einheit berühren oder angreifen, erleiden Geteert&nbsp;1.",Qualsiasi cosa tocchi o attacchi questo oggetto subisce Catramatura 1.,Aplica piche 1 em qualquer coisa que ataque ou entre em contato com isto.,"任何接触或攻击此单位的
目标将受到 1 层焦油。"
KEYWORD_METAL_NAME,Metal,,Metálico,Métal,Metall,Metallo,Metal,金属
KEYWORD_METAL_DESC,This item is electrically conductive.,,Este objeto conduce la electricidad.,Cet objet est électriquement conducteur.,Dieser Gegenstand leitet Strom.,Quest'oggetto è elettricamente conduttivo.,Este item conduz eletricidade.,此物品导电。
KEYWORD_FRAGILE_NAME,Fragile,,Frágil,Fragile,Zerbrechlich,Fragile,Frágil,易碎
KEYWORD_FRAGILE_DESC,This item breaks when you're downed.,,Este objeto se rompe cuando la unidad está abatida.,Cet objet se brise quand vous êtes mis K.O.,"Dieser Gegenstand geht kaputt, wenn du in Ohnmacht fällst.",Quest'oggetto si rompe quando sei KO.,Este item quebra quando você fica inconsciente.,当你倒地时，此物品会破碎。
KEYWORD_BRITTLE_NAME,Brittle,,Endeble,Cassant,Spröde,Friabile,Quebradiço,脆裂
KEYWORD_BRITTLE_DESC,This item has a 25% chance to break when you take damage.,,Este objeto tiene un 25 % de probabilidad de romperse cuando la unidad sufre daño.,Cet objet a 25&nbsp;% de chances de se briser quand vous subissez des dégâts.,"Dieser Gegenstand hat eine 25%ige Wahrscheinlichkeit, kaputtzugehen, wenn du Schaden erleidest.",Quest'oggetto ha un 25% di probabilità di rompersi quando subisci danno.,Este item possui 25% de chance de quebrar quando você sofre dano.,"当你受到伤害时，
此物品有 25% 的几率破碎。
"
KEYWORD_FLAMMABLE_NAME,Flammable,,Inflamable,Inflammable,Leicht brennbar.,Infiammabile,Inflamável,易燃
KEYWORD_FLAMMABLE_DESC,This item burns up when hit with fire.,,Este objeto arde cuando lo alcanza el fuego.,Cet objet brûle quand il est touché par le feu.,"Dieser Gegenstand verbrennt, wenn er in Kontakt mit Feuer gerät.",Quest'oggetto brucia se colpito dal fuoco.,Este item queima quando é atingido com fogo.,"当被火焰击中时，此物品会烧毁。
"
KEYWORD_CURSED_NAME,Cursed,,Maldito,Malédiction,Verflucht,Maledetto,Maldição,诅咒
KEYWORD_CURSED_DESC,This item cannot be unequipped once equipped.,,Este objeto no se puede quitar una vez equipado.,Cet objet ne peut pas être retiré une fois équipé.,"Dieser Gegenstand kann nicht abgelegt werden, wenn er einmal ausgerüstet worden ist.",Quest'oggetto non può essere rimosso una volta equipaggiato.,"Após ser equipado, este item não pode ser removido.",此物品装备后无法卸下。
KEYWORD_RELOAD_NAME,Reload,,Recarga,Recharge,Nachladen,Ricarica,Recarregamento,装填
KEYWORD_RELOAD_DESC,This action starts disabled and does not refresh on its own after use. Meet the condition to refresh it.,,Esta acción empieza deshabilitada y no se restaura sola después de usarla. Hay que cumplir ciertas condiciones.,Cette action commence désactivée et ne se recharge pas automatiquement après utilisation. Remplissez la condition pour la réinitialiser.,"Diese Aktion ist zu Anfang deaktiviert und frischt sich nach Benutzen nicht selbst auf. Erfülle ihre jeweilige Bedingung, um sie aufzufrischen.",Quest'azione inizia come disabilitata e non si rigenera automaticamente dopo l'uso. Soddisfa la condizione per riattivarla.,Esta ação inicia desabilitada e não é renovada por si só após ser utilizada. Cumpra a condição para renová-la.,"此行动初始为禁用状态，
使用后不会自动刷新。
满足条件以刷新它。"
KEYWORD_RELOADB_DESC,This action does not refresh on its own after use. Meet the condition to refresh it.,,Esta acción no se restaura sola después de usarla. Hay que cumplir ciertas condiciones.,Cette action ne se recharge pas automatiquement après utilisation. Remplissez la condition pour la réinitialiser.,"Diese Aktion frischt sich nach Benutzen nicht selbst auf. Erfülle ihre jeweilige Bedingung, um sie aufzufrischen.",Quest'azione non si riattiva automaticamente dopo l'uso. Soddisfa la condizione per riattivarla.,Esta ação não é renovada por si só após ser utilizada. Cumpra a condição para renová-la.,"此行动使用后不会自动刷新。
满足条件以刷新它。"
KEYWORD_FLYING_NAME,Flying,,Volador,Vol,Fliegend,Volo,Voador,飞行
KEYWORD_FLYING_DESC,Ignores tiles and can pass over units and objects.,,Ignora las casillas y sobrevuela las unidades y los objetos.,Ignore les effets de case et survole les unités et les objets.,Ignoriert Feldeffekte und kann über Einheiten und Objekte fliegen.,Ignora le caselle e può sorvolare unità e oggetti.,Ignora espaços e pode passar por cima de unidades e objetos.,"无视地块，并可越过单位和物体。
"
